9.36255 0.295121 3.67456 0
5.51276 4.69675 3.44299 0
2.33151 7.14652 4.46021 0
4.12789 1.76441 7.73773 0
8.49771 9.23793 3.70284 0
7.33263 2.8991 6.62107 0
4.91805 9.45314 0.705849 0
5.6151 6.47368 0.171618 0
7.28654 7.22284 0.956371 0
1.55993 1.82826 2.91644 0
7.8102 1.1908 3.21156 0
1.48476 6.70356 7.90832 0
4.92775 9.03507 5.05484 0
9.38797 3.16296 6.81925 0
7.1257 1.66067 6.05718 0
0.828536 8.9933 8.95628 0
7.44961 3.91135 8.40942 0
8.15546 9.52645 4.88309 0
8.32708 6.81299 2.10593 0
9.28345 8.37292 3.93419 0
2.19989 6.18313 5.12499 0
5.41145 7.66789 1.82856 0
3.31977 2.59564 0.86363 0
8.37461 1.98361 4.02659 0
5.19386 9.1093 5.68726 0
1.25104 9.93784 4.68056 0
0.20732 7.38745 8.59192 0
8.61674 5.54291 8.11837 0
3.49983 3.86998 4.93136 0
5.60576 3.15343 3.30429 0
9.53995 5.35332 9.48741 0
4.66494 0.76477 7.1553 0
6.49349 4.08454 9.75095 0
7.35712 2.45915 1.73455 0
1.38371 7.65301 0.843858 0
7.07098 8.90405 0.781699 0
1.75154 9.11137 8.16915 0
0.343458 7.7281 3.71205 0
8.46183 1.22793 7.58203 0
3.39319 6.83369 0.735462 0
6.69748 6.37364 6.08878 0
6.18489 1.03858 6.85355 0
3.3402 7.53207 0.938087 0
3.09114 4.88919 3.39723 0
4.82569 6.27291 1.05024 0
5.66955 3.34389 9.95429 0
6.45125 5.09543 9.06566 0
4.6204 5.43888 6.79376 0
8.33245 3.90071 8.0217 0
5.91449 7.2939 4.85539 0
6.64995 3.99138 1.22903 0
2.73873 0.176274 2.2676 0
9.59227 3.51647 9.79967 0
0.530361 6.60761 4.68887 0
3.92759 1.4333 0.961777 0
4.97784 7.10286 4.30566 0
4.93213 3.55411 9.40109 0
3.99779 8.17451 4.83997 0
0.791552 6.50696 8.74069 0
8.81325 2.42144 6.03459 0
3.66864 9.07139 0.0259743 0
4.89766 1.81011 0.202248 0
7.16527 1.40239 3.71872 0
6.96494 1.93275 0.326328 0
1.65381 5.86034 1.75963 0
2.61559 0.838179 8.86249 0
6.92125 5.77031 2.4166 0
6.32234 9.76809 0.591101 0
1.16231 0.559646 7.09806 0
9.903 9.3729 9.5195 0
5.93759 3.04153 8.59089 0
5.96357 7.9392 0.401002 0
6.16581 5.10446 1.80339 0
9.88453 2.0694 3.73614 0
0.210861 3.72321 9.59648 0
1.97049 6.3388 0.43466 0
0.832981 3.26004 6.20497 0
3.24958 9.58238 5.97306 0
3.84068 0.744696 6.53271 0
0.938735 0.647696 5.9056 0
0.458233 6.58529 8.94714 0
9.04912 2.54886 6.88633 0
9.45012 8.71467 1.99079 0
1.25351 8.5992 4.0602 0
4.98965 8.81006 7.78341 0
4.58613 0.780557 4.1222 0
5.02079 1.61354 7.38225 0
1.22576 4.86311 6.96463 0
7.19882 8.70379 7.70933 0
3.73152 9.64253 8.35702 0
9.63713 0.10076 4.94231 0
8.58426 9.14988 7.49117 0
5.47059 8.6 6.20584 0
7.46139 9.85352 4.80504 0
1.52158 4.84316 3.6151 0
9.30499 9.42929 4.39566 0
3.4272 4.45008 6.0092 0
0.809445 5.67584 0.872315 0
7.77408 2.87465 9.57611 0
5.4834 6.60618 9.21863 0
103.84 106.243 109.319 2
108.783 104.828 108.469 2
106.274 100.298 107.069 2
102.48 107.76 106.923 2
107.285 109.281 101.766 2
100.9 108.586 101.195 2
105.296 102.013 105.645 2
101.305 102.823 101.321 2
102.177 100.597 104.196 2
101.753 106.08 100.802 2
100.972 109.921 107.045 2
100.291 108.703 101.873 2
108.76 104.977 102.171 2
105.83 107.457 109.931 2
102.753 104.742 109.212 2
104.519 105.642 107.798 2
105.714 100.937 109.811 2
101.359 102.242 102.634 2
102.68 104.419 103.231 2
106.876 106.172 109.311 2
107.678 107.144 109.232 2
104.723 107.435 107.935 2
106.596 106.196 102.912 2
108.767 102.025 100.37 2
108.698 104.778 105.111 2
107.91 109.297 100.753 2
105.708 105.01 101.69 2
105.519 106.369 103.932 2
108.153 109.05 108.351 2
101.384 105.926 104.524 2
100.695 103.604 101.668 2
109.926 108.327 109.103 2
107.862 104.924 105.299 2
100.774 103.691 107.324 2
101.144 102.389 102.102 2
106.255 100.299 101.399 2
107.008 106.006 106.409 2
108.698 101.525 102.779 2
102.631 109.678 101.828 2
100.982 101.061 107.754 2
105.506 101.756 101.358 2
107.174 101.682 109.685 2
106.277 109.544 104.609 2
101.576 100.318 108.299 2
108.9 101.461 100.688 2
101.002 107.716 100.987 2
102.401 104.724 106.993 2
108.81 103.423 108.518 2
101.589 106.054 108.195 2
103.417 107.036 109.256 2
101.171 102.542 101.012 2
102.529 109.716 102.694 2
102.214 105.993 102.238 2
106.822 107.569 102.556 2
105.122 106.469 104.017 2
105.81 107.471 101.733 2
106.797 109.873 106.458 2
103.789 108.683 109.88 2
102.307 100.272 105.934 2
100.502 103.689 102.97 2
109.758 104.86 105.513 2
100.77 107.388 105.229 2
103.465 109.602 101.222 2
105.702 106.424 108.791 2
108.258 101.546 105.26 2
102.275 107.355 102.731 2
104.008 104.152 102.604 2
100.465 107.941 101.287 2
100.346 100.248 101.558 2
106.28 100.75 105.247 2
109.25 100.509 100.107 2
104.763 101.279 107.495 2
109.991 104.744 107.097 2
101.213 100.446 103.521 2
100.004 108.704 105.066 2
105.264 100.979 102.421 2
107.996 104.987 106.573 2
100.6 105.452 104.514 2
101.886 105.798 104.763 2
103.445 102.078 105.513 2
108.692 101.328 106.021 2
108.799 106.091 107.3 2
106.293 106.082 102.044 2
103.39 107.296 102.49 2
106.911 107.3 101.194 2
101.977 102.564 102.173 2
104.398 100.56 107.16 2
100.971 101.16 102.612 2
105.486 103.046 108.41 2
100.248 106.491 100.488 2
105.761 105.183 101.816 2
101.782 103.981 107.906 2
109.083 100.275 103.988 2
101.127 103.665 101.284 2
103.617 100.575 108.584 2
104.811 102.552 101.148 2
106.984 106.95 101.708 2
104.144 107.921 102.868 2
106.756 103.407 105.914 2
105.165 103.655 102.404 2
105.653 9.41609 7.58718 4
107.468 1.19856 1.56851 4
105.375 0.281504 1.8432 4
109.363 1.40856 5.50783 4
100.647 5.02577 6.08299 4
109.231 9.83711 8.63474 4
100.379 6.82137 5.58452 4
102.087 0.965248 3.50557 4
104.954 7.72088 6.91235 4
100.868 2.8862 0.567386 4
103.272 8.53905 9.98348 4
100.859 6.0074 1.18203 4
102.428 1.38197 1.46354 4
104.271 0.744878 2.8721 4
109.779 1.39166 7.89787 4
105.862 0.622217 7.73498 4
104.496 1.00078 4.55635 4
100.081 3.0873 5.52159 4
103.587 8.04138 3.24248 4
100.499 8.90901 6.12868 4
101.066 2.18104 4.66773 4
101.05 3.04025 0.675133 4
102.232 5.46797 2.0571 4
103.695 9.73888 2.80198 4
106.567 9.51763 4.19364 4
104.465 5.37937 4.81586 4
102.2 9.87585 5.81664 4
106.757 9.95684 8.90395 4
102.278 3.54342 6.94533 4
105.521 4.04234 5.85434 4
101.649 5.10864 8.03538 4
106.317 6.15842 1.07563 4
106.992 8.39024 6.54359 4
109.049 2.08559 6.28247 4
101.851 8.65305 5.8001 4
106.045 3.11837 1.17947 4
100.861 5.31866 1.05531 4
106.677 2.07531 1.01216 4
105.581 4.35355 4.55557 4
102.527 9.87426 8.59791 4
108.381 1.52366 3.70655 4
106.416 7.84078 9.86497 4
107.492 4.83304 8.25521 4
104.036 3.8824 0.340799 4
100.318 5.73375 8.99384 4
106.118 1.77873 2.11221 4
107.298 2.63958 7.43087 4
108.353 9.31707 9.50618 4
109.365 4.89851 3.85973 4
103.921 7.42527 3.73399 4
102.519 5.80637 5.25765 4
106.225 2.22285 3.09843 4
106.09 9.71495 7.93147 4
104.345 3.75065 1.81387 4
104.686 4.06882 7.54762 4
103.68 0.18709 9.32635 4
105.792 7.48483 1.96593 4
103.223 5.83788 1.283 4
102.729 5.20309 6.18151 4
106.589 9.12387 3.60678 4
100.323 1.64256 9.41315 4
105.581 7.8678 1.636 4
108.679 3.95801 1.35095 4
106.611 8.30342 5.10161 4
108.424 2.98964 9.17042 4
105.972 6.66969 9.35751 4
105.298 2.46196 6.84234 4
107.264 5.6851 2.68023 4
108.547 8.41443 7.88332 4
104.729 5.00348 7.00719 4
108.336 5.32652 8.64975 4
107.749 0.907211 6.51756 4
109.385 9.58633 0.475565 4
100.736 6.19691 8.77899 4
105.837 4.62136 1.76862 4
105.008 0.593431 8.43832 4
104.365 5.89185 0.900278 4
101.208 3.1562 6.58538 4
103.888 1.70356 4.99981 4
101.771 6.43242 0.00329577 4
108.778 4.76807 5.32982 4
107.428 2.51686 6.23703 4
103.946 1.90166 5.82336 4
104.421 2.63741 2.02026 4
103.2 8.47477 6.64163 4
104.969 3.48255 7.23506 4
103.407 7.84785 3.12691 4
104.307 9.05548 6.28311 4
100.893 2.94335 7.98667 4
105.893 4.71453 4.41909 4
105.896 3.4929 9.18716 4
101.226 0.921025 1.70402 4
107.463 4.86671 3.60568 4
103.286 9.28795 6.24309 4
105.306 2.48819 4.71786 4
101.948 7.45704 8.20042 4
109.183 0.864215 6.04826 4
102.31 5.17167 5.10375 4
108.593 6.0645 8.04709 4
106.58 1.95714 2.76162 4
100.999 7.85308 106.255 5
100.186 9.07885 107.176 5
101.89 6.54164 102.042 5
105.496 9.82779 101.33 5
101.739 5.1342 103.818 5
106.457 7.08224 101.275 5
104.657 6.26534 102.14 5
100.705 8.57535 107.311 5
105.809 7.16847 103.376 5
103.856 3.74825 105.333 5
106.618 4.74712 103.186 5
102.872 4.93315 102.265 5
100.048 6.8232 108.807 5
102.09 2.31892 108.634 5
103.42 4.05775 103.769 5
107.239 0.514436 100.851 5
108.514 5.17154 107.116 5
100.654 5.87691 105.691 5
107.965 1.68602 102.86 5
101.341 5.54223 106.608 5
106.674 2.16006 101.355 5
109.86 5.03241 106.288 5
102.125 5.08031 103.112 5
100.931 7.17046 105.431 5
109.566 0.590811 109.488 5
103.334 7.82956 100.003 5
104.185 6.34374 105.174 5
101.301 6.99757 101.051 5
106.992 4.96271 102.737 5
109.852 6.30366 108.279 5
106.461 2.97758 100.439 5
107.816 2.83753 105.472 5
104.104 4.96237 100.552 5
107.216 5.89373 107.723 5
102.646 5.45941 108.313 5
102.135 8.7936 106.143 5
102.138 2.97855 102.487 5
107.312 4.27959 109.484 5
108.363 1.27209 104.447 5
101.1 1.1245 100.751 5
109.38 7.58508 103.728 5
109.819 5.40094 106.566 5
105.291 9.50523 101.528 5
105.843 6.72114 107.422 5
103.566 9.36761 102.881 5
101.879 1.50238 101.675 5
108.022 3.63988 104.653 5
100.509 0.95166 108.933 5
109.994 9.31463 100.205 5
104.441 0.414799 101.33 5
105.191 9.79441 108.915 5
108.92 9.61352 104.316 5
105.485 4.90454 103.821 5
107.014 0.747779 100.542 5
104.436 4.31369 109.91 5
107.317 6.19309 101.412 5
108.992 4.21553 105.052 5
103.645 4.72476 106.004 5
102.578 4.71832 105.318 5
102.784 9.15894 105.733 5
104.113 4.35027 105.527 5
103.028 3.2699 105.141 5
107.344 8.75535 100.045 5
101.165 5.769 100.793 5
101.707 0.204563 105.107 5
101.616 7.52146 101.3 5
103.028 6.51328 105.516 5
108.08 0.158578 100.24 5
104.084 2.73694 104.959 5
109.402 5.52046 104.118 5
105.135 9.63364 108.468 5
100.662 2.66157 101.738 5
105.803 0.00517037 100.493 5
105.849 1.16967 106.262 5
106.642 2.87622 106.467 5
101.749 4.49243 103.988 5
103.049 7.52066 100.501 5
108.564 5.6008 100.66 5
108.805 9.68452 103.397 5
103.763 9.08643 108.917 5
107.881 4.22134 108.551 5
106.349 4.88366 101.213 5
108.087 0.686902 101.218 5
108.58 6.53561 102.387 5
104.842 3.17757 105.264 5
101.309 4.92647 109.756 5
105.297 7.9754 107.277 5
105.798 6.5399 102.878 5
106.458 5.34473 102.562 5
109.855 9.10819 101.649 5
108.772 6.98924 105.87 5
107.323 3.33815 100.754 5
108.536 1.42481 101.44 5
109.754 0.00457796 107.976 5
102.141 4.84645 101.154 5
107.405 6.155 106.08 5
107.161 1.45168 104.055 5
104.438 7.24976 100.595 5
107.315 3.70784 105.94 5
